SUBJECT_NUMBER;ARMCIRCBCPS_FLEX;BUTTOCK_CIRC;CALF_CIRC;CHEST_CIRC;FOREARM_CIRC-FLEXED;SHOULDER_CIRC;STATURE;THIGH_CIRC-PROXIMAL;WAIST_CIRC_NATURAL;WEIGHT;GENDER;AGE-ANSUR88;WORKOUT
23600;357;1057;379;1067;318;1211;1797;648;933;923;1;32;A1
23602;307;916;370;924;277;1112;1786;556;741;678;1;23;A1
23603;337;1076;379;1053;298;1226;1810;640;912;901;1;25;A1
23605;311;909;345;950;290;1147;1763;537;773;679;1;25;A1
23606;335;1062;392;964;298;1218;1728;619;872;821;1;24;A1
23614;365;1014;414;992;318;1239;1808;600;853;872;1;36;A1
23615;322;1000;376;968;287;1134;1803;600;822;771;1;33;A1
23617;355;1008;378;985;303;1169;1658;620;855;761;1;23;A1
23618;316;989;390;1047;295;1142;1609;600;907;759;1;39;A1
23619;275;855;345;876;272;1109;1699;506;728;585;1;35;A1
23624;350;1008;399;1004;319;1207;1805;627;808;830;1;21;A1
23625;296;922;387;855;284;1055;1778;561;735;670;1;29;A1
23626;363;1057;412;1074;319;1289;1803;661;933;957;1;20;A1
23648;365;1055;406;1037;309;1205;1757;679;953;916;1;22;A1
23650;271;873;323;836;265;1023;1705;505;716;574;1;32;A1
23668;361;1006;387;1026;314;1236;1709;625;825;797;1;18;A1
23701;271;847;320;843;263;1026;1684;498;746;551;1;28;A1
23706;356;1055;383;1067;302;1215;1712;661;931;844;1;21;A1
23714;339;958;365;940;304;1171;1736;574;774;725;1;25;A1
23717;302;951;344;928;280;1101;1837;541;813;702;1;30;A1
23722;321;973;345;1038;275;1194;1798;595;895;784;1;36;A1
23741;366;1111;445;1115;322;1292;1800;678;1009;1027;1;38;A1
23804;331;1034;389;1019;291;1223;1756;617;818;824;1;21;A1
23807;360;1029;409;1056;315;1283;1835;616;823;864;1;28;A1
23809;323;958;368;966;292;1136;1678;560;842;709;1;22;A1
23812;360;1020;384;1052;308;1193;1835;606;862;878;1;25;A1
23835;311;908;335;919;282;1109;1673;532;823;625;1;41;A1
23841;364;1039;384;1087;318;1234;1733;624;943;912;1;37;A1
23842;338;1011;379;946;307;1164;1766;636;772;794;1;20;A1
23848;323;1064;365;966;287;1146;1813;627;892;840;1;39;A1
23864;305;987;377;976;283;1124;1752;609;889;785;1;34;A1
23868;300;915;333;914;277;1135;1708;521;736;637;1;20;A1
24063;334;997;372;977;298;1124;1763;595;857;770;1;36;A1
24092;318;925;377;928;289;1096;1676;570;768;672;1;23;A1
24101;377;1001;374;1040;319;1275;1760;634;830;818;1;20;A1
24102;360;1003;392;999;315;1155;1685;613;843;790;1;22;A1
24132;370;999;378;1059;323;1191;1711;601;850;809;1;18;A1
24139;326;931;357;937;297;1131;1787;547;766;706;1;33;A1
24140;329;975;344;1033;298;1151;1812;611;844;770;1;27;A1
24142;320;952;378;939;294;1070;1611;585;762;660;1;21;A1
24152;350;941;393;1002;307;1196;1760;587;808;757;1;35;A1
24171;325;908;340;959;286;1125;1710;555;826;689;1;25;A1
24173;312;945;340;1014;288;1150;1765;545;880;742;1;37;A1
24175;337;919;356;965;299;1147;1642;549;768;661;1;20;A1
24177;355;938;376;979;294;1164;1715;569;771;726;1;20;A1
24180;337;934;362;942;292;1130;1630;582;834;694;1;24;A1
24182;297;910;353;951;267;1042;1677;545;793;632;1;40;A1
24186;318;935;330;916;280;1085;1626;571;797;638;1;21;A1
24187;365;1037;408;1070;308;1210;1658;640;940;863;1;24;A1
24192;288;919;335;912;267;999;1749;554;811;654;1;30;A1
24205;342;979;368;961;288;1149;1711;588;830;760;1;32;A1
24206;365;1057;384;1091;330;1264;1775;655;935;898;1;24;A1
24209;336;1059;377;1041;300;1220;1744;651;926;868;1;27;A1
24212;346;1016;388;1070;315;1159;1755;640;858;837;1;21;A1
24214;353;915;379;924;300;1145;1767;574;749;733;1;21;A1
24216;345;973;379;964;294;1169;1778;612;810;802;1;30;A1
24229;330;949;352;1020;298;1196;1653;573;854;695;1;20;A1
24276;298;911;346;888;265;1011;1687;511;720;612;1;41;A1
24371;360;1079;388;993;312;1193;1805;683;865;888;1;30;A1
24400;358;967;383;972;309;1171;1749;600;858;808;1;20;A1
24413;344;968;381;1000;308;1132;1682;601;826;758;1;27;A1
24414;322;966;374;962;295;1172;1703;565;806;705;1;24;A1
24415;312;981;387;1034;298;1212;1868;583;858;852;1;20;A1
24423;390;1120;415;1149;327;1255;1809;690;1035;1049;1;40;A1
24450;362;1103;422;1127;315;1267;1684;674;1044;968;1;33;A1
24453;359;988;390;997;317;1207;1855;600;841;834;1;21;A1
24463;302;974;361;956;299;1176;1841;550;833;760;1;22;A1
24473;344;980;400;1016;331;1184;1745;603;866;820;1;31;A1
24509;387;1104;445;1130;321;1297;1830;674;925;1005;1;35;A1
24514;361;999;385;1037;320;1240;1805;631;824;872;1;34;A1
24532;345;1078;391;979;301;1183;1742;680;855;904;1;25;A1
25923;331;1005;407;1010;300;1240;1812;605;805;830;1;22;A1
25926;310;976;361;897;291;1104;1743;573;763;687;1;19;A1
25929;315;953;365;931;293;1125;1724;558;758;715;1;17;A1
25930;344;1053;386;1056;297;1204;1757;646;939;887;1;25;A1
25931;360;1017;405;1022;330;1233;1798;630;802;862;1;20;A1
25932;299;939;384;952;289;1158;1815;551;770;725;1;25;A1
25935;308;894;346;900;280;1073;1765;520;742;648;1;18;A1
25936;290;890;338;845;273;999;1667;512;701;554;1;19;A1
25938;295;899;347;934;286;1129;1818;510;765;664;1;21;A1
25939;326;1070;380;1006;299;1177;1713;651;825;807;1;20;A1
25940;332;932;348;938;293;1169;1831;545;746;714;1;18;A1
25945;335;935;358;944;295;1152;1666;584;792;678;1;18;A1
25955;335;915;365;933;292;1127;1778;533;735;690;1;19;A1
25963;328;925;374;918;299;1119;1732;556;745;688;1;21;A1
25965;337;890;360;949;290;1117;1699;539;758;660;1;20;A1
25967;323;908;378;917;288;1111;1797;535;746;707;1;20;A1
25968;315;959;354;930;289;1088;1731;575;795;714;1;20;A1
25969;327;954;376;955;295;1145;1786;559;821;750;1;21;A1
25971;348;962;383;964;306;1124;1762;589;807;770;1;19;A1
25972;358;1000;383;990;316;1148;1674;606;857;784;1;21;A1
25978;295;906;392;885;274;1106;1822;543;743;689;1;19;A1
25979;356;950;358;943;295;1162;1708;569;768;728;1;19;A1
25983;360;1056;401;1101;317;1228;1745;690;923;892;1;20;A1
90001;318;935;353;945;272;1093;1630;591;767;633;1;31;A1
